"BIO_SEX","HISPANIC","WHITE","BLACK","NAMERICAN","ASIAN","AGE","TREG1","ALCEVR1","ALCPROBS1","MAREVER1","COCEVER1","INHEVER1","CIGAVAIL","DEP1","ESTEEM1","VIOL1","PASSIST","DEVIANT1","SCHCONN1","GPA1","EXPEL1","FAMCONCT","PARACTV","PARPRES"
0,0,0,1,0,0,15.424658,0,0,0,0,0,0,0,2,44,2,0,0,29,1.75,0,22,6,11
1,1,0,0,0,0,17.427397,0,1,5,1,0,0,0,20,37,10,1,8,25,1,0,20,3,14
0,0,0,1,0,0,14.178082,0,0,0,0,0,0,1,4,39,2,0,0,38,3,0,25,2,13
1,1,1,0,0,0,18.679452,0,1,0,1,0,0,1,4,50,10,0,4,28,2.75,0,22,6,15
0,0,0,1,0,0,15.591781,0,0,0,0,0,0,1,5,42,0,0,0,30,3.5,0,24.7,3,15
1,1,1,0,0,0,15.758904,1,1,3,1,0,0,0,19,40,17,0,16,22,2.75,1,19,8,12
1,0,1,0,0,0,15.010959,0,1,0,0,0,0,0,10,37,4,0,1,31,3.5,0,24,9,15
1,0,0,1,0,0,17.509589,1,0,0,1,0,0,1,8,38,3,0,6,29,2,0,21.3,4,11
0,0,1,0,0,0,19.265753,1,1,0,1,0,0,0,18,27,3,0,1,21,1,0,24.7,3,15
0,0,1,0,0,0,15.178082,0,0,0,0,0,0,0,4,40,2,0,2,32,2.75,0,24,11,12
0,0,1,0,1,0,17.676712,0,1,3,1,0,0,1,34,27,1,0,7,27,3.333333,0,18.3,4,11
1,0,1,0,0,0,15.339726,0,1,6,1,1,0,1,15,50,19,0,14,30,3.75,1,25,14,15
0,0,0,1,0,0,18.432877,0,0,0,0,0,0,0,5,45,3,0,0,25,3.25,0,25,13,15
1,1,1,0,0,0,16.178082,0,1,0,0,0,0,0,1,40,5,0,2,25,2.5,0,21.7,2,12
1,0,1,0,0,0,15.758904,1,0,0,0,0,0,0,2,42,4,0,3,23,2.5,1,24.3,1,15
1,0,1,0,0,0,14.342466,1,1,0,0,0,0,0,12,40,2,0,1,24,2,0,23.7,13,15
0,0,1,0,0,0,17.679452,0,0,0,0,0,0,1,6,40,0,0,0,32,2.25,0,24.7,3,15
1,0,1,0,0,0,15.254795,0,0,0,0,0,0,0,3,46,0,0,1,30,3.75,0,24.3,8,13
1,1,0,0,0,0,15.673973,0,0,0,0,0,0,1,5,41,0,0,1,32,3.25,0,24,8,14
0,0,1,0,0,0,16.093151,1,1,0,0,0,0,1,35,30,0,0,3,34,2.75,0,17,4,11
1,0,1,0,0,0,16.345205,0,1,1,0,0,0,0,0,46,1,0,1,35,4,0,24.7,11,15
0,1,1,0,0,0,16.846575,0,1,1,0,0,0,0,8,36,0,0,3,27,3,0,21.3,5,12
1,0,0,1,0,0,19.427397,0,1,0,0,0,0,1,10,38,0,0,1,30,4,0,13.3,5,12
1,0,0,1,0,0,16.010959,0,0,0,0,0,0,0,4,50,0,0,0,31,2.75,0,24.3,5,15
1,0,1,0,0,0,17.594521,1,1,1,1,0,0,1,3,40,0,0,2,37,3.25,0,24,11,13
1,0,1,0,0,0,18.509589,1,0,0,0,0,0,1,6,37,0,0,0,25,2.25,0,24,4,15
0,0,0,1,0,0,18.509589,0,1,0,1,0,0,0,10,43,0,0,4,31,2,0,23.7,2,14
1,0,1,0,0,0,16.512329,1,1,0,0,0,0,0,7,41,1,0,0,30,1,0,20.7,2,14
0,0,1,0,0,0,17.347945,1,1,0,1,0,0,0,7,38,2,0,5,26,1.5,0,18.7,6,10
0,0,1,0,0,0,16.512329,0,1,1,0,0,0,0,3,37,0,0,2,31,4,0,24,6,15
0,0,0,1,0,0,15.591781,0,0,0,0,0,0,0,25,40,2,0,3,23,1.75,0,21.3,4,13
0,0,1,0,0,0,17.342466,0,1,0,1,1,1,0,11,34,10,0,20,24,1.5,0,14,2,10
1,0,1,0,0,0,17.013699,1,1,2,1,0,0,1,4,46,7,0,8,28,2.5,0,21,5,15
0,0,0,1,0,0,17.509589,0,0,0,0,0,0,0,9,47,0,0,1,33,3.75,0,22,7,15
1,0,1,0,0,0,15.09589,1,1,0,1,0,0,1,12,41,6,0,1,27,1.75,0,22,7,15
0,0,1,0,0,0,14.843836,0,0,0,0,0,0,1,5,48,0,0,0,32,2.75,0,24,4,14
1,0,1,0,0,0,15.260274,0,0,0,0,0,0,0,6,39,6,0,1,28,4,0,23,10,14
1,1,1,0,0,0,18.846575,0,0,0,0,0,0,0,0,41,0,0,0,31,1.75,0,23.3,2,15
1,0,1,0,0,0,18.594521,0,0,0,0,0,0,0,9,42,1,0,1,34,2,0,24.3,7,12
1,0,1,0,1,0,15.843836,0,0,0,0,0,0,0,5,38,2,0,0,30,2.75,0,21.3,7,15
0,0,1,0,0,0,14.010959,0,0,0,0,0,0,0,5,50,1,0,0,30,3,0,24.3,8,15
0,0,1,0,0,0,18.509589,1,1,2,1,0,0,0,18,40,0,0,2,30,2.333333,0,21.7,14,14
0,0,1,0,0,0,14.424658,0,1,1,0,0,0,0,3,43,0,0,3,31,2.5,0,24,2,8
0,0,1,0,0,0,17.509589,0,1,0,0,0,0,1,10,35,0,0,1,29,4,0,23.3,4,13
0,0,0,0,1,0,14.843836,0,1,0,0,0,0,0,6,41,1,1,6,27,2.5,0,24.3,3,12
0,0,1,0,0,0,16.09589,0,1,1,0,0,0,0,8,39,0,0,2,29,4,0,23.3,8,14
1,0,0,0,0,1,17.509589,1,1,0,0,0,0,1,5,38,1,0,1,31,3,0,22.7,3,15
1,0,0,1,0,0,19.09863,0,0,0,0,0,0,0,8,40,0,0,1,33,3.25,0,25,3,13
0,0,1,0,0,0,19.512329,1,1,0,0,0,0,1,6,35,1,0,4,29,1.5,0,18,3,11
0,0,0,1,0,0,14.843836,0,0,0,0,0,0,1,6,47,1,0,0,28,2,0,25,1,15
0,1,0,0,0,0,17.013699,0,1,0,0,0,0,0,5,44,6,0,8,16,2.5,0,23.7,7,15
0,0,0,1,0,0,17.512329,0,0,0,0,0,0,0,7,49,3,0,1,25,3.5,0,25,1,14
1,0,1,0,0,0,14.928767,0,0,0,0,0,0,0,8,38,0,0,0,27,3.5,0,24.7,4,13
0,0,1,0,0,0,19.679452,1,1,0,1,0,0,1,14,46,0,0,0,14,2.75,0,25,4,15
0,0,1,0,0,0,16.178082,0,1,0,0,0,0,0,19,37,0,0,3,26,3.75,0,21.3,10,12
1,0,0,0,0,1,14.928767,0,0,0,0,0,0,1,1,48,0,0,5,36,2.5,0,23,10,14
0,0,1,0,0,0,14.178082,0,0,0,1,0,0,0,5,40,0,0,0,32,2.75,0,24.7,13,13
0,0,0,1,0,0,15.673973,0,0,0,0,0,0,0,9,45,0,0,0,37,2.5,0,21.7,13,13
0,0,1,0,0,0,16.342466,0,1,1,0,0,0,1,1,37,6,0,1,24,2.25,0,22.7,1,14
0,0,0,1,0,0,17.846575,0,1,2,1,0,0,0,14,39,3,0,10,24,3.25,0,14,4,10
1,0,1,0,0,0,15.843836,0,0,0,0,0,0,0,3,35,0,0,0,24,1.666667,0,23,5,15
0,1,0,0,0,0,18.347945,0,0,0,0,0,0,0,9,34,0,0,4,37,3.75,0,21,3,15
1,0,1,1,0,0,14.178082,0,1,0,0,0,0,0,0,49,1,0,1,30,3,0,24,9,15
0,0,1,0,0,0,17.679452,0,1,0,0,0,0,0,3,50,0,0,1,34,3.5,0,23.7,15,13
1,0,1,0,0,0,16.594521,0,1,0,0,0,0,0,0,40,0,0,0,32,2,0,24.7,7,12
1,0,1,0,0,0,17.676712,0,1,0,0,0,0,1,15,38,0,0,0,28,3.75,0,24.3,6,15
0,0,0,1,0,0,16.679452,0,1,2,1,0,0,1,12,40,1,1,3,28,3.25,0,21.7,5,13
0,0,1,0,0,0,17.594521,0,1,1,0,0,0,1,17,37,0,0,4,31,3.25,0,23.7,10,12
0,0,1,0,0,0,15.010959,0,0,0,0,0,0,0,15,43,0,0,0,30,4,0,25,12,14
1,1,1,0,0,0,17.342466,0,1,0,0,0,0,0,7,47,3,0,3,25,3.25,0,21,6,15
0,0,1,0,0,0,16.093151,1,1,1,1,0,0,1,19,32,0,1,4,20,2.5,1,23,5,15
0,0,1,1,1,0,16.512329,0,0,0,0,0,0,0,21,37,0,0,0,28,3.75,0,23.3,13,13
1,0,0,0,1,0,19.846575,0,1,4,1,1,1,1,35,28,9,1,6,16,1.666667,1,14.7,1,15
0,0,1,0,0,0,14.509589,0,1,0,0,0,0,0,1,48,0,0,0,31,3.5,0,25,6,15
0,0,1,0,0,0,14.093151,0,0,0,0,0,0,1,8,47,0,0,0,38,4,0,25,5,12
1,0,1,0,0,0,14.09589,0,0,0,0,0,0,0,1,50,0,0,0,37,4,0,24.7,6,15
1,0,1,0,0,0,19.761644,0,1,1,1,0,0,0,6,41,4,0,4,19,1.5,0,24.3,5,13
1,0,1,0,0,0,14.758904,0,1,1,1,0,0,1,10,31,10,0,6,23,2.75,0,23.3,4,15
0,0,0,1,0,0,16.342466,0,1,0,0,0,0,1,9,36,0,0,4,29,4,0,24,8,14
1,0,1,0,0,0,17.679452,1,1,4,1,0,0,1,15,35,1,0,8,26,1.5,0,20.7,7,14
1,0,1,0,0,0,16.010959,0,1,0,0,0,0,0,5,50,0,0,0,34,3,0,25,10,15
0,0,1,0,0,0,17.594521,1,1,4,1,0,0,1,19,36,2,0,2,18,3,0,24.3,10,7
1,0,0,1,0,0,16.761644,0,0,0,0,0,0,0,11,41,6,0,7,29,3.5,0,23,6,15
0,0,1,0,0,0,14.758904,0,0,0,0,0,0,1,10,33,0,0,0,27,2,0,24.3,5,12
1,0,0,1,0,0,16.594521,0,0,0,0,0,0,0,2,46,6,0,0,32,2.25,0,24.7,13,15
0,0,0,1,0,0,15.339726,0,0,0,0,0,0,1,5,43,2,0,0,37,3.5,0,25,13,15
1,0,0,1,0,0,13.843836,0,0,0,0,0,0,0,10,50,3,1,2,32,2,0,23.7,0,12
0,0,1,0,0,0,18.931507,0,1,2,1,0,0,1,6,38,1,0,3,24,2,0,19,4,15
1,0,1,0,0,0,13.928767,0,0,0,0,0,0,0,1,48,0,0,0,32,2.75,0,25,7,15
0,1,0,0,0,0,14.673973,0,1,0,0,0,0,0,3,41,7,0,2,28,1.75,0,25,3,15
1,0,1,0,0,0,17.594521,0,0,0,0,0,0,0,9,39,0,0,0,34,3,0,21.7,2,14
1,0,0,1,0,0,14.758904,1,1,1,1,1,1,1,13,49,19,0,27,16,2.75,0,25,9,15
0,0,1,0,1,0,15.591781,0,1,0,0,0,0,0,27,31,3,1,1,29,2.5,0,13.7,2,15
0,0,1,0,0,0,15.591781,0,0,0,0,0,0,0,1,48,0,0,2,32,3.75,0,24.3,12,15
1,0,0,1,0,0,14.673973,0,0,0,0,0,0,0,18,34,3,1,0,24,1.5,1,22,1,11
1,1,0,0,0,0,20.679452,0,1,1,0,0,0,0,8,30,4,0,2,29,1.75,0,21.7,5,15
0,0,1,0,0,0,15.509589,0,0,0,0,0,0,1,2,40,0,0,0,34,4,0,20.7,3,12
0,0,1,0,0,0,18.265753,1,1,0,1,0,0,1,11,38,0,0,7,31,3.25,0,21.3,6,12
1,0,1,0,0,0,17.257534,1,1,3,1,0,0,0,5,38,0,1,5,24,2.333333,0,17,0,11
0,1,1,0,0,0,14.424658,0,1,4,0,0,1,0,14,45,1,0,2,35,3.5,0,23.3,11,15
0,0,1,0,0,0,16.010959,1,1,1,1,0,0,1,22,43,0,0,7,27,2.25,0,22.7,6,15
1,0,1,0,0,0,15.254795,0,0,0,0,0,0,0,6,38,6,0,0,27,3.5,0,19,3,15
1,0,1,0,0,0,15.010959,0,1,0,0,0,0,0,11,41,3,0,2,28,2.25,0,20.7,3,14
0,0,1,0,0,0,16.846575,0,0,0,1,0,0,0,14,39,1,0,2,34,3.75,0,23,10,14
1,0,0,1,0,0,14.591781,0,1,0,0,0,0,1,6,46,0,0,3,32,2.5,0,24.7,12,15
0,1,0,0,1,0,15.843836,0,0,0,0,0,0,0,6,40,2,0,1,37,3.25,0,24.3,4,15
1,0,1,0,0,0,14.178082,0,0,0,0,0,0,0,3,41,0,0,0,32,3.5,0,23.3,4,14
1,0,1,0,0,0,16.846575,0,1,1,0,0,0,1,1,49,0,0,0,30,2.5,0,24.3,4,15
1,0,0,1,0,0,15.928767,0,1,2,1,0,0,0,2,48,4,0,7,23,3,0,25,6,15
0,0,1,0,0,0,16.427397,0,1,0,1,0,0,1,8,37,0,0,3,29,2.5,0,21.3,10,15
1,0,1,0,0,0,17.928767,0,1,0,0,0,0,0,1,40,0,0,0,24,3.75,0,23.3,1,14
1,0,1,0,0,0,13.758904,0,0,0,0,0,0,0,1,43,0,0,1,32,2.333333,0,24.3,2,12
0,0,1,0,1,0,16.345205,1,1,0,0,0,0,1,24,31,3,1,1,10,1.25,0,22.7,13,15
0,0,1,0,0,0,13.926027,0,1,0,0,0,0,1,27,31,2,1,6,20,2.75,0,19.3,4,15
0,0,1,0,0,0,17.843836,0,0,0,0,0,0,0,7,44,0,0,0,32,3.75,0,25,7,15
0,0,1,0,0,0,18.180822,0,1,2,0,0,0,0,11,40,2,0,3,27,2,0,24,8,11
1,0,1,0,0,0,19.013699,0,1,0,0,0,0,0,10,45,0,0,2,17,1.666667,0,24.7,5,15
0,0,1,0,0,0,16.093151,0,1,2,1,0,1,0,13,37,0,0,2,25,2.75,0,21,9,12
0,0,1,0,0,0,17.761644,0,1,1,1,0,0,0,1,39,0,0,1,32,4,0,24,6,15
0,0,1,0,0,0,17.180822,1,1,0,0,0,0,0,6,42,0,0,0,33,3,0,24.7,8,15
0,0,0,1,0,0,18.09589,0,1,0,0,0,0,0,2,50,0,0,4,34,3.25,0,21.3,11,12
1,1,0,0,0,0,17.928767,0,1,1,1,0,0,0,3,39,3,0,1,28,3.75,0,24,4,15
0,0,0,1,0,0,17.265753,0,1,0,0,0,0,0,29,37,1,0,2,25,2.25,0,16.7,4,8
0,0,1,0,0,0,18.931507,1,1,3,0,0,0,1,12,41,0,0,3,10,2.666667,0,22,2,15
1,0,1,0,0,0,15.342466,0,0,0,0,0,0,0,10,36,0,0,0,27,2.25,0,22.7,4,12
1,0,1,0,0,0,17.676712,1,0,0,1,0,0,0,10,45,6,0,6,22,2,0,19.3,3,15
0,0,1,0,0,0,14.843836,0,0,0,0,0,0,0,22,41,8,1,1,32,2.25,0,21,6,13
1,0,1,0,0,0,18.263014,0,1,0,0,0,0,0,21,27,0,0,0,18,1,1,21,3,14
1,0,1,0,0,0,16.594521,0,1,0,0,0,0,1,14,40,6,0,3,23,1.75,0,21.7,6,12
1,0,1,0,0,0,17.257534,0,0,0,0,0,0,0,4,46,2,0,0,30,2,0,24.3,7,9
0,0,0,1,0,0,18.013699,0,1,1,1,0,0,0,11,41,0,0,3,18,2.5,0,20,9,10
1,0,1,0,0,0,19.342466,1,1,0,1,0,0,1,23,36,0,0,6,25,1.5,0,24.7,4,15
0,0,1,0,0,0,15.758904,0,0,0,0,0,0,0,9,38,0,0,1,30,3,0,22,7,13
0,0,1,0,0,0,17.180822,0,0,0,0,0,0,0,11,41,0,0,0,35,2.75,0,24.7,9,15
1,0,0,1,0,0,15.673973,0,0,0,0,0,0,0,13,42,1,0,1,32,3.5,0,24,5,14
0,0,1,0,0,0,14.263014,0,1,1,0,0,0,1,15,35,0,1,0,34,1.5,0,22.7,2,11
0,0,0,1,0,0,15.09589,0,0,0,0,0,0,0,8,38,2,0,0,24,3,0,24,9,15
0,0,0,1,0,0,14.424658,0,0,0,0,0,0,1,2,39,0,1,0,31,3.5,0,21,5,14
0,0,1,0,0,0,18.512329,1,0,0,0,0,0,1,7,38,0,0,0,28,1.25,0,22.7,2,15
0,1,0,0,0,0,16.345205,0,0,0,0,0,0,0,6,37,0,1,0,26,3.25,0,23.3,5,15
1,1,1,0,0,0,16.676712,1,0,0,1,0,0,0,10,50,13,0,3,36,1.5,0,23.7,1,11
0,1,0,0,0,0,14.254795,0,0,0,0,0,0,0,13,34,0,0,0,27,1.75,0,22.7,10,15
1,0,0,1,0,0,18.512329,0,1,1,1,0,0,0,18,40,0,0,4,29,3.25,0,13.7,4,11
0,0,1,0,0,0,15.010959,0,0,0,0,0,0,0,2,45,0,0,0,33,3,0,22,4,15
0,0,1,0,0,0,17.09863,0,0,0,0,0,1,0,7,28,1,0,5,20,3.25,0,17.3,4,15
1,0,0,1,0,0,17.846575,0,1,1,0,0,0,1,34,35,14,1,14,9,2.5,0,23,6,12
1,0,1,0,0,0,16.010959,0,0,0,1,1,1,0,8,40,1,0,3,29,2.5,0,23.7,5,15
0,0,1,0,0,0,17.512329,0,0,0,0,0,0,1,10,48,1,0,0,27,3,0,24,12,12
1,0,1,1,0,0,19.345205,1,0,0,1,0,0,1,0,49,7,0,2,25,3,0,24.3,7,15
0,1,0,0,0,0,13.676712,0,0,0,0,0,0,0,5,32,3,1,2,24,3.5,0,17,5,11
0,0,1,0,0,0,17.512329,0,0,0,0,0,0,0,5,39,0,0,0,32,4,0,24.7,6,15
1,0,1,0,0,0,15.093151,1,1,1,1,0,0,0,7,49,2,0,6,30,2.75,1,24.3,10,15
1,0,1,0,0,0,18.594521,0,0,0,0,0,0,0,12,36,1,0,3,24,3.333333,0,21,7,14
1,0,1,0,0,0,16.257534,0,0,0,0,0,0,0,4,41,0,0,0,32,3.75,0,25,9,13
1,0,1,0,0,0,15.509589,1,1,1,1,1,0,0,21,34,7,0,18,7,2,0,14.7,0,9
1,0,1,0,0,0,19.594521,0,1,0,0,0,0,1,7,42,0,0,3,37,3.666667,0,23.3,6,15
0,0,1,1,0,0,16.427397,0,0,0,0,0,0,0,2,39,1,1,0,21,2.5,0,25,4,7
0,0,0,0,0,1,16.679452,1,1,0,1,0,0,0,18,35,3,0,9,26,2.5,0,18.3,3,10
0,0,1,0,0,0,18.09863,1,1,0,1,0,0,1,7,32,1,0,7,27,2.25,0,16.3,2,15
1,0,1,0,0,0,15.254795,0,0,0,0,0,0,0,4,36,0,0,2,31,2,0,25,5,15
1,0,1,0,0,0,18.013699,0,0,0,0,0,0,1,6,40,7,0,1,27,4,0,23,1,15
0,0,0,1,0,0,19.175342,0,0,0,0,0,0,0,14,40,0,0,2,26,1.666667,0,18,1,13
1,1,1,0,0,0,14.09589,0,0,0,1,0,1,0,20,43,7,0,3,30,2.75,0,24.3,13,15
0,0,1,0,0,0,16.509589,0,1,0,0,0,0,0,23,31,0,0,0,24,1.5,0,17,6,13
0,0,1,0,0,0,18.676712,1,1,1,1,1,1,1,15,33,2,0,16,18,3.25,0,15.3,10,11
0,0,0,1,0,0,16.263014,0,0,0,0,0,0,1,8,44,0,0,1,32,3.75,0,23.7,2,15
1,0,1,0,0,0,15.758904,0,0,0,0,0,0,0,8,40,2,0,2,22,2.25,0,24.3,7,13
0,0,1,0,0,0,17.347945,0,1,0,0,0,0,0,2,35,0,0,0,35,3.75,0,23.7,6,14
1,0,1,0,0,0,17.928767,0,0,0,0,0,0,0,0,42,0,0,0,32,3.75,0,24.3,6,15
0,0,0,1,0,0,15.843836,0,0,0,0,0,0,1,9,38,0,0,1,27,2.75,0,21,4,15
0,0,0,1,0,0,15.676712,0,1,0,0,0,0,0,16,39,0,0,0,24,2.666667,0,23.7,3,15
1,0,1,0,0,0,15.010959,0,1,0,1,0,0,1,4,42,0,0,0,34,3,0,24.7,2,15
0,0,1,0,0,0,14.010959,0,0,0,0,0,0,0,0,48,0,0,0,34,3.5,0,25,12,15
0,0,1,0,0,0,18.427397,1,1,1,1,0,0,1,8,40,0,0,5,25,3.666667,0,23.3,7,13
0,1,1,0,0,0,15.424658,0,1,2,0,0,1,0,10,34,2,0,0,29,3.25,0,23,2,15
1,0,1,0,0,0,15.926027,1,1,0,0,0,0,0,8,48,0,0,0,19,1.75,0,23.7,4,15
0,0,0,1,0,0,17.175342,0,1,0,1,0,0,0,10,30,1,0,2,31,2.75,0,13.7,2,11
1,0,1,0,0,0,17.846575,1,1,0,1,0,0,1,1,44,1,0,1,36,4,0,24.7,5,15
1,0,1,0,0,0,18.257534,1,1,1,1,0,0,0,2,39,0,0,7,27,2.5,0,22.3,3,11
0,0,1,0,0,0,15.591781,1,0,0,0,0,0,1,9,44,6,0,11,24,3.25,0,22,8,13
0,0,1,0,0,0,14.509589,1,0,0,1,0,0,0,11,38,0,0,9,28,4,0,18.7,5,15
1,0,0,1,0,0,19.594521,0,1,3,0,0,0,0,28,38,7,1,6,22,2,0,14.7,3,15
1,0,0,1,0,0,17.594521,0,0,0,0,0,0,1,0,50,2,1,0,30,3,0,22,8,12
1,0,0,0,1,0,14.843836,0,0,0,0,0,0,0,1,48,0,0,4,33,2.25,0,24.7,1,9
1,0,0,1,0,0,17.764384,0,1,1,1,0,0,0,3,50,1,0,8,33,2.25,0,23.3,11,13
1,0,1,0,0,0,18.594521,0,0,0,0,0,0,0,1,49,0,0,0,33,3,0,23.7,9,15
1,0,1,0,0,0,19.512329,1,1,0,1,0,1,1,13,40,0,0,8,28,2.75,0,24.3,6,13
1,0,1,0,0,0,17.846575,1,1,1,1,1,1,0,7,41,5,0,8,21,2.5,0,18.7,3,10
1,0,1,0,0,0,16.178082,0,0,0,1,0,0,1,0,39,3,0,0,25,4,0,24,2,15
1,0,1,0,0,0,18.013699,1,1,0,1,0,0,1,18,26,4,0,1,24,4,0,18,2,12
0,0,0,1,0,0,13.761644,0,0,0,0,0,0,0,8,38,0,0,0,31,3.25,0,24,3,15
1,0,1,0,0,0,14.926027,0,0,0,1,0,0,0,9,41,2,0,4,28,1,0,23.7,2,15
1,0,1,0,0,0,16.509589,0,0,0,0,0,0,0,6,50,0,0,0,16,3.5,0,25,11,15
1,0,0,0,0,1,15.591781,0,0,0,0,0,0,0,1,47,0,0,0,36,3,0,24.7,5,14
1,0,0,1,0,0,16.594521,0,0,0,0,0,0,0,1,41,0,0,0,27,2,0,24,3,15
0,0,1,0,0,0,17.679452,0,0,0,0,0,0,0,1,40,3,0,2,23,2.25,1,22,1,15
1,0,1,0,0,0,17.09863,0,0,0,0,0,0,0,1,49,0,0,0,36,3.333333,0,23.7,11,7
0,1,0,0,0,0,16.761644,1,1,0,1,0,0,0,13,27,0,0,6,23,3,0,20.7,6,15
0,0,1,0,0,0,17.257534,0,0,0,0,0,0,0,6,38,0,0,1,26,2.25,0,25,11,11
0,0,0,1,0,0,14.506849,0,0,0,0,0,0,1,3,46,0,0,0,22,1.75,0,24.3,5,15
0,0,0,1,0,0,16.509589,0,0,0,0,0,0,0,3,45,1,0,0,30,3.25,0,20.7,11,15
0,1,0,1,0,0,16.846575,0,0,0,0,0,0,1,8,37,2,0,4,22,2.75,0,20.7,4,11
